Date,transactions/transfers_volume_median
2009-09-29,650.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,500.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,200.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,5050.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,9700.0
2009-10-17,0.0
2009-10-18,350.0
2009-10-19,0.0
2009-10-20,5049.76
2009-10-21,899.76
2009-10-22,11950.0
2009-10-23,0.0
2009-10-24,12250.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,13000.0
2009-10-28,0.0
2009-10-29,500.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,15500.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,11500.0
2009-11-12,0.0
2009-11-13,50.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,21850.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,10049.78
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,900.0
2009-12-06,50.0
2009-12-07,0.0
2009-12-08,500.0
2009-12-09,47.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,2200.0
2009-12-13,0.0
2009-12-14,399.0
2009-12-15,9.0
2009-12-16,850.0
2009-12-17,50.0
2009-12-18,0.0
2009-12-19,50.0
2009-12-20,0.0
2009-12-21,50.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,50.0
2009-12-26,0.0
2009-12-27,250.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,50.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,150.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,5049.88
2010-01-13,8.0
2010-01-14,5.0
2010-01-15,200.74
2010-01-16,251.0
2010-01-17,0.0
2010-01-18,50.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,47.0
2010-01-22,100.0
2010-01-23,2.0
2010-01-24,50.0
2010-01-25,50.0
2010-01-26,25.0
2010-01-27,200.0
2010-01-28,100.0
2010-01-29,100.0
2010-01-30,250.0
2010-01-31,350.0
2010-02-01,250.0
2010-02-02,1050.0
2010-02-03,100.0
2010-02-04,100.0
2010-02-05,149.0
2010-02-06,50.0
2010-02-07,50.0
2010-02-08,50.0
2010-02-09,1700.0
2010-02-10,10000.0
2010-02-11,100.0
2010-02-12,1900.0
2010-02-13,450.0
2010-02-14,50.0
2010-02-15,100.0
2010-02-16,50.0
2010-02-17,500.0
2010-02-18,250.0
2010-02-19,49.98
2010-02-20,50.0
2010-02-21,200.0
2010-02-22,1200.0
2010-02-23,50.0
2010-02-24,350.0
2010-02-25,500.0
2010-02-26,200.0
2010-02-27,200.0
2010-02-28,50.0
2010-03-01,200.0
2010-03-02,350.0
2010-03-03,100.0
2010-03-04,300.0
2010-03-05,50.0
2010-03-06,50.0
2010-03-07,1350.0
2010-03-08,300.0
2010-03-09,50.0
2010-03-10,100.0
2010-03-11,1000.0
2010-03-12,100.0
2010-03-13,1800.0
2010-03-14,350.0
2010-03-15,48.0
2010-03-16,101.0
2010-03-17,200.0
2010-03-18,50.0
2010-03-19,150.0
2010-03-20,200.0
2010-03-21,50.0
2010-03-22,150.0
2010-03-23,100.0
2010-03-24,50.0
2010-03-25,100.0
2010-03-26,50.0
2010-03-27,100.0
2010-03-28,100.0
2010-03-29,100.0
2010-03-30,50.0
2010-03-31,50.0
2010-04-01,50.0
2010-04-02,100.0
2010-04-03,400.0
2010-04-04,50.0
2010-04-05,100.0
2010-04-06,50.0
2010-04-07,150.0
2010-04-08,50.0
2010-04-09,150.0
2010-04-10,50.0
2010-04-11,50.0
2010-04-12,99.99
2010-04-13,50.0
2010-04-14,50.0
2010-04-15,350.0
2010-04-16,50.0
2010-04-17,50.0
2010-04-18,3.78
2010-04-19,50.0
2010-04-20,100.0
2010-04-21,100.0
2010-04-22,100.0
2010-04-23,50.0
2010-04-24,50.0
2010-04-25,50.0
2010-04-26,50.0
2010-04-27,50.0
2010-04-28,50.0
2010-04-29,50.0
2010-04-30,50.0
2010-05-01,50.0
2010-05-02,50.0
2010-05-03,50.0
2010-05-04,50.01
2010-05-05,50.0
2010-05-06,100.0
2010-05-07,100.0
2010-05-08,100.0
2010-05-09,103.0
2010-05-10,100.0
2010-05-11,50.0
2010-05-12,50.0
2010-05-13,100.0
2010-05-14,50.0
2010-05-15,50.0
2010-05-16,52.64
2010-05-17,50.0
2010-05-18,50.0
2010-05-19,100.0
2010-05-20,50.0
2010-05-21,50.0
2010-05-22,50.0
2010-05-23,50.0
2010-05-24,50.0
2010-05-25,50.0
2010-05-26,50.0
2010-05-27,50.0
2010-05-28,50.0
2010-05-29,50.0
2010-05-30,50.0
2010-05-31,50.0
2010-06-01,50.0
2010-06-02,50.0
2010-06-03,50.0
2010-06-04,50.0
2010-06-05,50.0
2010-06-06,50.0
2010-06-07,50.0
2010-06-08,50.0
2010-06-09,50.0
2010-06-10,50.0
2010-06-11,50.0
2010-06-12,50.0
2010-06-13,50.0
2010-06-14,50.0
2010-06-15,50.0
2010-06-16,50.0
2010-06-17,50.0
2010-06-18,50.0
2010-06-19,50.0
2010-06-20,50.0
2010-06-21,50.0
2010-06-22,50.0
2010-06-23,50.0
2010-06-24,50.0
2010-06-25,50.0
2010-06-26,50.0
2010-06-27,50.0
2010-06-28,50.0
2010-06-29,50.0
2010-06-30,50.0
2010-07-01,50.0
2010-07-02,50.0
2010-07-03,50.0
2010-07-04,50.0
2010-07-05,50.0
2010-07-06,50.0
2010-07-07,50.0
2010-07-08,50.0
2010-07-09,50.0
2010-07-10,100.0
2010-07-11,140.0
2010-07-12,730.0
2010-07-13,50.0
2010-07-14,28.78
2010-07-15,3.0
2010-07-16,9.15
2010-07-17,5.0
2010-07-18,5.0
2010-07-19,5.0
2010-07-20,65.22
2010-07-21,50.0
2010-07-22,16.25
2010-07-23,14.4
2010-07-24,7.67
2010-07-25,8.64
2010-07-26,50.0
2010-07-27,3.0
2010-07-28,0.05
2010-07-29,0.05
2010-07-30,13.35
2010-07-31,20.0
2010-08-01,50.0
2010-08-02,50.0
2010-08-03,14.65
2010-08-04,50.0
2010-08-05,50.0
2010-08-06,4.1
2010-08-07,23.0
2010-08-08,2.5
2010-08-09,53.35
2010-08-10,50.0
2010-08-11,50.0
2010-08-12,50.0
2010-08-13,50.0
2010-08-14,50.0
2010-08-15,50.0
2010-08-16,69.05
2010-08-17,50.0
2010-08-18,50.0
2010-08-19,50.0
2010-08-20,50.0
2010-08-21,50.0
2010-08-22,50.0
2010-08-23,50.0
2010-08-24,50.0
2010-08-25,50.0
2010-08-26,4.9
2010-08-27,50.0
2010-08-28,10.0
2010-08-29,5.4
2010-08-30,3.8
2010-08-31,50.0
2010-09-01,10.99
2010-09-02,50.15
2010-09-03,101.15
2010-09-04,99.75
2010-09-05,50.0
2010-09-06,50.0
2010-09-07,50.0
2010-09-08,1.75
2010-09-09,50.0
2010-09-10,5.0
2010-09-11,3.9
2010-09-12,1.25
2010-09-13,12.0
2010-09-14,50.0
2010-09-15,34.89
2010-09-16,50.0
2010-09-17,50.0
2010-09-18,50.0
2010-09-19,81.1
2010-09-20,12.0
2010-09-21,2.47
2010-09-22,0.58
2010-09-23,17.0
2010-09-24,19.3
2010-09-25,0.85
2010-09-26,3.84
2010-09-27,2.2
2010-09-28,39.41
2010-09-29,104.03
2010-09-30,19.46
2010-10-01,11.91776615
2010-10-02,2.0
2010-10-03,85.0
2010-10-04,284.07
2010-10-05,241.57
2010-10-06,49.99
2010-10-07,195.07
2010-10-08,163.57
2010-10-09,137.57
2010-10-10,101.57
2010-10-11,67.57
2010-10-12,43.57
2010-10-13,50.0
2010-10-14,800.0
2010-10-15,607.64
2010-10-16,1179.5
2010-10-17,250.0
2010-10-18,150.0
2010-10-19,40.0
2010-10-20,50.0
2010-10-21,50.0
2010-10-22,10.19
2010-10-23,20.0
2010-10-24,12.5
2010-10-25,758.0
2010-10-26,684.0
2010-10-27,600.0
2010-10-28,530.5
2010-10-29,50.0
2010-10-30,94.54
2010-10-31,50.0
2010-11-01,5.0
2010-11-02,249.12
2010-11-03,50.0
2010-11-04,150.0
2010-11-05,22.6
2010-11-06,50.0
2010-11-07,50.0
2010-11-08,105.78
2010-11-09,50.0
2010-11-10,100.0
2010-11-11,80.46
2010-11-12,111.75
2010-11-13,50.0
2010-11-14,25.0
2010-11-15,26.31
2010-11-16,50.0
2010-11-17,80.0
2010-11-18,0.06
2010-11-19,0.01
2010-11-20,0.01
2010-11-21,0.01
2010-11-22,53.19
2010-11-23,51.69
2010-11-24,0.01
2010-11-25,0.3
2010-11-26,5.0
2010-11-27,8.56
2010-11-28,15.04
2010-11-29,13.13
2010-11-30,10.0
2010-12-01,18.05
2010-12-02,15.45
2010-12-03,11.3
2010-12-04,8.75
2010-12-05,6.6
2010-12-06,3.25
2010-12-07,9.45
2010-12-08,4.75
2010-12-09,30.0
2010-12-10,25.79
2010-12-11,21.89
2010-12-12,11.74
2010-12-13,50.0
2010-12-14,150.0
2010-12-15,250.0
2010-12-16,156.93
2010-12-17,50.0
2010-12-18,100.0
2010-12-19,13.8
2010-12-20,20.83
2010-12-21,50.0
2010-12-22,43.02
2010-12-23,50.0
2010-12-24,47.0
2010-12-25,256.36
2010-12-26,154.86
2010-12-27,50.0
2010-12-28,31.23
2010-12-29,50.0
2010-12-30,50.0
2010-12-31,42.66
2011-01-01,47.31
2011-01-02,49.8
2011-01-03,0.17
2011-01-04,0.66
2011-01-05,0.39
2011-01-06,4.8
2011-01-07,13.86
2011-01-08,3.0
2011-01-09,4.72
2011-01-10,1.15
2011-01-11,5.7
2011-01-12,1.06
2011-01-13,7.4
2011-01-14,1.65
2011-01-15,42.02
2011-01-16,28.59
2011-01-17,43.49
2011-01-18,13.32
2011-01-19,27.02
2011-01-20,16.7
2011-01-21,8.0
2011-01-22,2.35
2011-01-23,31.93
2011-01-24,10.04
2011-01-25,35.7
2011-01-26,37.28
2011-01-27,36.05
2011-01-28,20.31
2011-01-29,16.33
2011-01-30,234.25
2011-01-31,49.67
2011-02-01,46.53
2011-02-02,42.16
2011-02-03,40.22
2011-02-04,43.59
2011-02-05,45.2
2011-02-06,45.08
2011-02-07,45.53
2011-02-08,44.41
2011-02-09,44.19
2011-02-10,48.67
2011-02-11,79.78
2011-02-12,49.43
2011-02-13,40.91
2011-02-14,25.63
2011-02-15,20.88
2011-02-16,16.32
2011-02-17,21.55
2011-02-18,16.61
2011-02-19,45.02
2011-02-20,46.19
2011-02-21,47.49
2011-02-22,47.18
2011-02-23,43.1
2011-02-24,41.25
2011-02-25,45.0
2011-02-26,50.0
2011-02-27,22.37
2011-02-28,20.0
2011-03-01,13.9
2011-03-02,9.46
2011-03-03,14.65
2011-03-04,13.14
2011-03-05,39.17
2011-03-06,41.36
2011-03-07,26.4
2011-03-08,22.08
2011-03-09,42.78
2011-03-10,16.65
2011-03-11,16.56
2011-03-12,0.61
2011-03-13,0.79
2011-03-14,0.01
2011-03-15,1.87
2011-03-16,0.01
2011-03-17,0.06
2011-03-18,7.48
2011-03-19,0.61
2011-03-20,9.53
2011-03-21,0.01
2011-03-22,39.91
2011-03-23,22.86
2011-03-24,21.05
2011-03-25,35.54
2011-03-26,16.75
2011-03-27,9.94
2011-03-28,17.62
2011-03-29,8.2
2011-03-30,17.38
2011-03-31,21.26
2011-04-01,21.07
2011-04-02,17.09
2011-04-03,20.09
2011-04-04,36.28
2011-04-05,25.92
2011-04-06,16.63
2011-04-07,17.07
2011-04-08,20.0
2011-04-09,20.0
2011-04-10,12.0
2011-04-11,15.97
2011-04-12,21.2
2011-04-13,15.41
2011-04-14,10.45
2011-04-15,22.24
2011-04-16,27.61
2011-04-17,12.66
2011-04-18,3.6
2011-04-19,26.34
2011-04-20,23.12
2011-04-21,18.34
2011-04-22,15.42
2011-04-23,17.89
2011-04-24,10.05
2011-04-25,16.99
2011-04-26,25.0
2011-04-27,19.61
2011-04-28,12.1714124
2011-04-29,20.31
2011-04-30,11.95
2011-05-01,10.25
2011-05-02,15.62
2011-05-03,20.99
2011-05-04,27.72
2011-05-05,19.91
2011-05-06,18.83
2011-05-07,15.01774529
2011-05-08,10.04
2011-05-09,13.96014046
2011-05-10,17.83
2011-05-11,18.36
2011-05-12,10.94
2011-05-13,10.75
2011-05-14,11.3
2011-05-15,15.21
2011-05-16,15.0
2011-05-17,15.54
2011-05-18,11.6
2011-05-19,10.97
2011-05-20,24.04
2011-05-21,31.3105
2011-05-22,20.01
2011-05-23,14.87
2011-05-24,19.68562739
2011-05-25,17.62
2011-05-26,17.41
2011-05-27,17.03
2011-05-28,17.99
2011-05-29,18.73
2011-05-30,18.89
2011-05-31,16.5805
2011-06-01,18.01
2011-06-02,15.50585281
2011-06-03,17.85
2011-06-04,18.288
2011-06-05,21.378
2011-06-06,18.0
2011-06-07,19.98006899
2011-06-08,16.67
2011-06-09,18.284
2011-06-10,20.0
2011-06-11,30.55
2011-06-12,22.3905
2011-06-13,23.54435
2011-06-14,27.15
2011-06-15,22.498
2011-06-16,27.99
2011-06-17,19.79229032
2011-06-18,12.455
2011-06-19,19.999
2011-06-20,20.946001
2011-06-21,15.7675
2011-06-22,19.2505
2011-06-23,16.0
2011-06-24,20.8545
2011-06-25,13.52237095
2011-06-26,13.86037828
2011-06-27,10.37
2011-06-28,12.7402
2011-06-29,15.83140767
2011-06-30,15.9856
2011-07-01,9.192
2011-07-02,18.4765
2011-07-03,12.9605
2011-07-04,15.046
2011-07-05,15.77230192
2011-07-06,11.9295
2011-07-07,12.57916935
2011-07-08,11.826
2011-07-09,14.0
2011-07-10,13.4965
2011-07-11,10.192
2011-07-12,12.13605534
2011-07-13,13.27278571
2011-07-14,13.174
2011-07-15,15.9185
2011-07-16,10.735
2011-07-17,11.9295
2011-07-18,17.2905
2011-07-19,14.877
2011-07-20,13.99965004
2011-07-21,13.85105
2011-07-22,15.072
2011-07-23,15.16944405
2011-07-24,14.86703124
2011-07-25,14.6185
2011-07-26,15.15049303
2011-07-27,20.75200429
2011-07-28,24.67291038
2011-07-29,15.7045
2011-07-30,20.0
2011-07-31,15.582
2011-08-01,16.7465
2011-08-02,13.71210614
2011-08-03,20.01316136
2011-08-04,10.78
2011-08-05,14.07
2011-08-06,14.471
2011-08-07,16.93521078
2011-08-08,17.83685877
2011-08-09,14.259
2011-08-10,13.92753837
2011-08-11,13.08
2011-08-12,13.4985
2011-08-13,10.01020239
2011-08-14,11.77
2011-08-15,7.02
2011-08-16,6.65588938
2011-08-17,10.55411364
2011-08-18,12.75013984
2011-08-19,10.87
2011-08-20,12.40387097
2011-08-21,10.2623852
2011-08-22,14.68904971
2011-08-23,14.01786483
2011-08-24,13.03813489
2011-08-25,14.0
2011-08-26,16.54675147
2011-08-27,17.65850637
2011-08-28,15.48260908
2011-08-29,10.01
2011-08-30,13.04171155
2011-08-31,18.09179219
2011-09-01,17.6399794
2011-09-02,16.70531908
2011-09-03,18.71466589
2011-09-04,10.9975
2011-09-05,18.6069639
2011-09-06,24.9595
2011-09-07,15.01719622
2011-09-08,15.54416706
2011-09-09,19.867
2011-09-10,17.22784416
2011-09-11,14.999
2011-09-12,15.95
2011-09-13,17.999
2011-09-14,21.295
2011-09-15,20.01
2011-09-16,20.01174968
2011-09-17,21.36657456
2011-09-18,19.97841456
2011-09-19,12.8995
2011-09-20,7.0
2011-09-21,10.0
2011-09-22,15.0
2011-09-23,21.94
2011-09-24,20.8725
2011-09-25,14.75086083
2011-09-26,15.9112288
2011-09-27,20.0
2011-09-28,14.9995
2011-09-29,20.52030562
2011-09-30,19.57084254
2011-10-01,18.74
2011-10-02,20.39370944
2011-10-03,14.4987
2011-10-04,21.92433769
2011-10-05,22.47958278
2011-10-06,20.3057461
2011-10-07,24.72640691
2011-10-08,21.31197705
2011-10-09,20.989
2011-10-10,16.8995
2011-10-11,14.5075
2011-10-12,18.28
2011-10-13,15.8107105
2011-10-14,20.55907721
2011-10-15,19.82
2011-10-16,20.48693644
2011-10-17,19.94208016
2011-10-18,20.01023454
2011-10-19,17.6305
2011-10-20,19.6185
2011-10-21,20.74508573
2011-10-22,21.75115135
2011-10-23,19.41446492
2011-10-24,21.9995
2011-10-25,19.79937599
2011-10-26,17.4251221
2011-10-27,18.7736322
2011-10-28,20.00449767
2011-10-29,20.0
2011-10-30,15.43183899
2011-10-31,14.43896419
2011-11-01,18.92107702
2011-11-02,20.0
2011-11-03,17.75586381
2011-11-04,19.5
2011-11-05,19.47855331
2011-11-06,20.01117493
2011-11-07,20.0
2011-11-08,20.349
2011-11-09,16.92981682
2011-11-10,15.6205
2011-11-11,19.9985
2011-11-12,21.49305211
2011-11-13,14.442
2011-11-14,20.02344359
2011-11-15,20.98
2011-11-16,20.62476996
2011-11-17,27.97683893
2011-11-18,20.01043769
2011-11-19,21.23935137
2011-11-20,20.05780752
2011-11-21,21.742
2011-11-22,20.32001161
2011-11-23,16.58
2011-11-24,17.58243597
2011-11-25,19.3402556
2011-11-26,21.91411791
2011-11-27,18.0511
2011-11-28,16.1213881
2011-11-29,12.63
2011-11-30,15.95764915
2011-12-01,15.85631833
2011-12-02,16.93572347
2011-12-03,17.03814332
2011-12-04,14.51629551
2011-12-05,11.86676906
2011-12-06,7.57276217
2011-12-07,16.45100634
2011-12-08,17.93831827
2011-12-09,20.15438634
2011-12-10,24.96334007
2011-12-11,20.0
2011-12-12,20.0
2011-12-13,17.66630231
2011-12-14,21.16823499
2011-12-15,20.01
2011-12-16,20.42985496
2011-12-17,17.7515
2011-12-18,15.75363677
2011-12-19,18.85824201
2011-12-20,20.01113845
2011-12-21,17.04815503
2011-12-22,17.03739283
2011-12-23,12.51963511
2011-12-24,13.31520278
2011-12-25,14.06050007
2011-12-26,14.69037584
2011-12-27,14.02836947
2011-12-28,17.97541021
2011-12-29,14.9995
2011-12-30,16.01
2011-12-31,15.28603384
2012-01-01,15.49341486
2012-01-02,12.36
2012-01-03,13.611
2012-01-04,15.18675532
2012-01-05,14.32602191
2012-01-06,17.2
2012-01-07,15.4035
2012-01-08,14.23992166
2012-01-09,14.07023329
2012-01-10,11.04936778
2012-01-11,10.9187303
2012-01-12,10.40384506
2012-01-13,11.0001
2012-01-14,10.8576608
2012-01-15,9.47631897
2012-01-16,10.0414867
2012-01-17,12.5995
2012-01-18,16.23931
2012-01-19,14.80205207
2012-01-20,13.63241615
2012-01-21,15.0
2012-01-22,15.9755
2012-01-23,14.63083877
2012-01-24,12.37312415
2012-01-25,11.85238687
2012-01-26,13.4715
2012-01-27,13.27945962
2012-01-28,12.89582751
2012-01-29,11.1135
2012-01-30,18.14090685
2012-01-31,16.10733722
2012-02-01,14.402
2012-02-02,11.78748927
2012-02-03,16.5377
2012-02-04,13.00601947
2012-02-05,12.4298758
2012-02-06,13.0
2012-02-07,11.8165
2012-02-08,12.7
2012-02-09,9.99
2012-02-10,6.98
2012-02-11,8.42046076
2012-02-12,10.3385
2012-02-13,10.289
2012-02-14,8.74603417
2012-02-15,5.50976544
2012-02-16,5.1885
2012-02-17,17.35648307
2012-02-18,15.58
2012-02-19,12.39767047
2012-02-20,11.48001011
2012-02-21,14.89916532
2012-02-22,15.9985
2012-02-23,10.63599237
2012-02-24,14.41
2012-02-25,16.39124
2012-02-26,15.43817137
2012-02-27,13.81814035
2012-02-28,15.557
2012-02-29,14.5551
2012-03-01,15.55
2012-03-02,14.8660334
2012-03-03,14.76385579
2012-03-04,14.4122
2012-03-05,12.75315116
2012-03-06,13.2395
2012-03-07,14.75158
2012-03-08,14.81387882
2012-03-09,15.3827013
2012-03-10,14.0
2012-03-11,13.01615224
2012-03-12,16.7355
2012-03-13,13.83350089
2012-03-14,16.47868953
2012-03-15,13.75013548
2012-03-16,15.44
2012-03-17,10.22485246
2012-03-18,11.95603576
2012-03-19,13.83119339
2012-03-20,15.14724549
2012-03-21,16.1550001
2012-03-22,16.20919
2012-03-23,13.59344038
2012-03-24,16.00250126
2012-03-25,13.1396
2012-03-26,13.44196015
2012-03-27,13.57446336
2012-03-28,14.28634789
2012-03-29,15.736
2012-03-30,19.296
2012-03-31,17.21302998
2012-04-01,15.38
2012-04-02,12.75356629
2012-04-03,14.01766712
2012-04-04,14.16
2012-04-05,13.98017575
2012-04-06,15.67450828
2012-04-07,12.9325
2012-04-08,12.291
2012-04-09,14.46416
2012-04-10,8.05502197
2012-04-11,12.94
2012-04-12,15.37812171
2012-04-13,18.32607129
2012-04-14,12.0595
2012-04-15,9.80371889
2012-04-16,14.6695
2012-04-17,18.81001259
2012-04-18,14.38778871
2012-04-19,15.3025001
2012-04-20,20.4178
2012-04-21,14.06
2012-04-22,11.17162762
2012-04-23,11.78
2012-04-24,15.1495
2012-04-25,9.25611187
2012-04-26,7.34997551
2012-04-27,12.92466825
2012-04-28,10.01
2012-04-29,6.27137968
2012-04-30,6.70851477
2012-05-01,4.90567824
2012-05-02,6.543
2012-05-03,2.91815547
2012-05-04,2.0370844
2012-05-05,2.12164002
2012-05-06,2.979
2012-05-07,2.01002074
2012-05-08,1.96873322
2012-05-09,2.43964255
2012-05-10,2.9995
