Date,indicators/sol_1w_1m
2011-12-01,"1694,0"
2011-12-02,"1060,0"
2011-12-03,"888,0"
2011-12-04,"754,0"
2011-12-05,"732,0"
2011-12-06,"1112,0"
2011-12-07,"893,0"
2011-12-08,"871,0"
2011-12-09,"912,0"
2011-12-10,"691,0"
2011-12-11,"1432,0"
2011-12-12,"1314,0"
2011-12-13,"1104,0"
2011-12-14,"872,0"
2011-12-15,"752,0"
2011-12-16,"985,0"
2011-12-17,"810,0"
2011-12-18,"723,0"
2011-12-19,"1424,0"
2011-12-20,"2153,0"
2011-12-21,"1256,0"
2011-12-22,"972,0"
2011-12-23,"1150,0"
2011-12-24,"721,0"
2011-12-25,"1026,0"
2011-12-26,"1187,0"
2011-12-27,"1303,0"
2011-12-28,"1098,0"
2011-12-29,"1245,0"
2011-12-30,"1104,0"
2011-12-31,"1374,0"
2012-01-01,"2031,0"
2012-01-02,"2179,0"
2012-01-03,"2451,0"
2012-01-04,"1834,0"
2012-01-05,"2220,0"
2012-01-06,"2515,0"
2012-01-07,"1498,0"
2012-01-08,"1656,0"
2012-01-09,"2097,0"
2012-01-10,"1343,0"
2012-01-11,"1582,0"
2012-01-12,"1280,0"
2012-01-13,"1254,0"
2012-01-14,"1278,0"
2012-01-15,"1308,0"
2012-01-16,"1787,0"
2012-01-17,"1780,0"
2012-01-18,"1908,0"
2012-01-19,"1906,0"
2012-01-20,"1557,0"
2012-01-21,"1286,0"
2012-01-22,"1013,0"
2012-01-23,"1373,0"
2012-01-24,"1750,0"
2012-01-25,"2236,0"
2012-01-26,"2002,0"
2012-01-27,"2106,0"
2012-01-28,"1915,0"
2012-01-29,"1642,0"
2012-01-30,"1394,0"
2012-01-31,"2290,0"
2012-02-01,"1768,0"
2012-02-02,"2454,0"
2012-02-03,"1964,0"
2012-02-04,"2060,0"
2012-02-05,"1619,0"
2012-02-06,"1491,0"
2012-02-07,"1656,0"
2012-02-08,"1639,0"
2012-02-09,"1744,0"
2012-02-10,"2072,0"
2012-02-11,"1626,0"
2012-02-12,"1340,0"
2012-02-13,"1989,0"
2012-02-14,"2714,0"
2012-02-15,"1867,0"
2012-02-16,"2492,0"
2012-02-17,"1516,0"
2012-02-18,"1725,0"
2012-02-19,"1488,0"
2012-02-20,"1587,0"
2012-02-21,"2320,0"
2012-02-22,"2345,0"
2012-02-23,"2659,0"
2012-02-24,"2475,0"
2012-02-25,"2029,0"
2012-02-26,"1794,0"
2012-02-27,"1880,0"
2012-02-28,"2099,0"
2012-02-29,"1879,0"
2012-03-01,"2867,0"
2012-03-02,"2769,0"
2012-03-03,"1409,0"
2012-03-04,"1761,0"
2012-03-05,"2299,0"
2012-03-06,"2742,0"
2012-03-07,"1867,0"
2012-03-08,"1887,0"
2012-03-09,"2170,0"
2012-03-10,"2114,0"
2012-03-11,"1715,0"
2012-03-12,"1910,0"
2012-03-13,"3044,0"
2012-03-14,"2964,0"
2012-03-15,"2555,0"
2012-03-16,"2295,0"
2012-03-17,"2155,0"
2012-03-18,"1740,0"
2012-03-19,"2205,0"
2012-03-20,"2451,0"
2012-03-21,"2198,0"
2012-03-22,"2163,0"
2012-03-23,"1961,0"
2012-03-24,"1631,0"
2012-03-25,"1866,0"
2012-03-26,"3444,0"
2012-03-27,"2071,0"
2012-03-28,"2299,0"
2012-03-29,"2516,0"
2012-03-30,"2262,0"
2012-03-31,"1723,0"
2012-04-01,"1834,0"
2012-04-02,"2457,0"
2012-04-03,"2703,0"
2012-04-04,"2422,0"
2012-04-05,"3546,0"
2012-04-06,"2908,0"
2012-04-07,"2091,0"
2012-04-08,"1767,0"
2012-04-09,"2073,0"
2012-04-10,"2486,0"
2012-04-11,"3271,0"
2012-04-12,"2787,0"
2012-04-13,"2105,0"
2012-04-14,"2121,0"
2012-04-15,"2248,0"
2012-04-16,"2389,0"
2012-04-17,"3047,0"
2012-04-18,"3153,0"
2012-04-19,"2636,0"
2012-04-20,"3232,0"
2012-04-21,"2318,0"
2012-04-22,"1880,0"
2012-04-23,"2137,0"
2012-04-24,"2210,0"
2012-04-25,"2119,0"
2012-04-26,"2144,0"
2012-04-27,"2281,0"
2012-04-28,"2193,0"
2012-04-29,"1808,0"
2012-04-30,"2013,0"
2012-05-01,"2537,0"
2012-05-02,"2853,0"
2012-05-03,"2322,0"
2012-05-04,"2302,0"
2012-05-05,"2037,0"
2012-05-06,"3586,0"
2012-05-07,"2526,0"
2012-05-08,"2182,0"
2012-05-09,"2887,0"
2012-05-10,"2307,0"
2012-05-11,"2679,0"
2012-05-12,"2041,0"
2012-05-13,"1763,0"
2012-05-14,"2307,0"
2012-05-15,"2897,0"
2012-05-16,"2697,0"
2012-05-17,"2730,0"
2012-05-18,"2640,0"
2012-05-19,"2292,0"
2012-05-20,"2360,0"
2012-05-21,"2249,0"
2012-05-22,"2964,0"
2012-05-23,"2821,0"
2012-05-24,"2757,0"
2012-05-25,"2549,0"
2012-05-26,"2057,0"
2012-05-27,"2613,0"
2012-05-28,"2663,0"
2012-05-29,"3594,0"
2012-05-30,"2803,0"
2012-05-31,"2933,0"
2012-06-01,"2896,0"
2012-06-02,"2111,0"
2012-06-03,"2252,0"
2012-06-04,"2807,0"
2012-06-05,"3100,0"
2012-06-06,"2554,0"
2012-06-07,"2836,0"
2012-06-08,"3585,0"
2012-06-09,"2568,0"
2012-06-10,"2067,0"
2012-06-11,"2560,0"
2012-06-12,"2976,0"
2012-06-13,"2663,0"
2012-06-14,"2434,0"
2012-06-15,"3038,0"
2012-06-16,"3196,0"
2012-06-17,"3101,0"
2012-06-18,"2814,0"
2012-06-19,"3091,0"
2012-06-20,"2572,0"
2012-06-21,"2637,0"
2012-06-22,"2602,0"
2012-06-23,"3012,0"
2012-06-24,"3496,0"
2012-06-25,"2983,0"
2012-06-26,"2549,0"
2012-06-27,"2831,0"
2012-06-28,"2536,0"
2012-06-29,"2788,0"
2012-06-30,"2697,0"
2012-07-01,"2498,0"
2012-07-02,"2873,0"
2012-07-03,"2753,0"
2012-07-04,"2615,0"
2012-07-05,"2631,0"
2012-07-06,"3026,0"
2012-07-07,"3388,0"
2012-07-08,"3657,0"
2012-07-09,"3516,0"
2012-07-10,"3425,0"
2012-07-11,"2817,0"
2012-07-12,"2848,0"
2012-07-13,"3442,0"
2012-07-14,"2632,0"
2012-07-15,"2369,0"
2012-07-16,"3891,0"
2012-07-17,"3887,0"
2012-07-18,"4718,0"
2012-07-19,"4170,0"
2012-07-20,"2951,0"
2012-07-21,"2341,0"
2012-07-22,"2209,0"
2012-07-23,"2275,0"
2012-07-24,"2954,0"
2012-07-25,"1944,0"
2012-07-26,"1975,0"
2012-07-27,"2079,0"
2012-07-28,"1852,0"
2012-07-29,"2243,0"
2012-07-30,"3223,0"
2012-07-31,"4314,0"
2012-08-01,"2897,0"
2012-08-02,"3459,0"
2012-08-03,"3232,0"
2012-08-04,"3050,0"
2012-08-05,"2275,0"
2012-08-06,"2300,0"
2012-08-07,"2200,0"
2012-08-08,"2470,0"
2012-08-09,"4757,0"
2012-08-10,"2489,0"
2012-08-11,"1845,0"
2012-08-12,"2284,0"
2012-08-13,"2832,0"
2012-08-14,"2755,0"
2012-08-15,"3653,0"
2012-08-16,"3976,0"
2012-08-17,"5943,0"
2012-08-18,"2557,0"
2012-08-19,"3608,0"
2012-08-20,"4414,0"
2012-08-21,"3448,0"
2012-08-22,"2901,0"
2012-08-23,"2096,0"
2012-08-24,"2420,0"
2012-08-25,"2094,0"
2012-08-26,"2762,0"
2012-08-27,"3781,0"
2012-08-28,"2511,0"
2012-08-29,"2337,0"
2012-08-30,"3343,0"
2012-08-31,"6538,0"
2012-09-01,"2391,0"
2012-09-02,"1907,0"
2012-09-03,"2470,0"
2012-09-04,"5174,0"
2012-09-05,"3157,0"
2012-09-06,"5231,0"
2012-09-07,"4479,0"
2012-09-08,"3648,0"
2012-09-09,"5000,0"
2012-09-10,"3442,0"
2012-09-11,"3111,0"
2012-09-12,"2818,0"
2012-09-13,"3413,0"
2012-09-14,"3149,0"
2012-09-15,"1832,0"
2012-09-16,"3057,0"
2012-09-17,"2511,0"
2012-09-18,"3080,0"
2012-09-19,"5092,0"
2012-09-20,"6197,0"
2012-09-21,"5018,0"
2012-09-22,"6002,0"
2012-09-23,"3021,0"
2012-09-24,"3210,0"
2012-09-25,"2752,0"
2012-09-26,"4336,0"
2012-09-27,"5668,0"
2012-09-28,"7294,0"
2012-09-29,"5874,0"
2012-09-30,"5685,0"
2012-10-01,"4203,0"
2012-10-02,"7307,0"
2012-10-03,"9379,0"
2012-10-04,"6656,0"
2012-10-05,"3008,0"
2012-10-06,"4338,0"
2012-10-07,"4296,0"
2012-10-08,"3993,0"
2012-10-09,"4139,0"
2012-10-10,"3551,0"
2012-10-11,"3769,0"
2012-10-12,"3723,0"
2012-10-13,"1985,0"
2012-10-14,"4040,0"
2012-10-15,"4584,0"
2012-10-16,"5628,0"
2012-10-17,"5624,0"
2012-10-18,"4634,0"
2012-10-19,"3944,0"
2012-10-20,"3898,0"
2012-10-21,"2724,0"
2012-10-22,"3946,0"
2012-10-23,"4208,0"
2012-10-24,"4854,0"
2012-10-25,"6981,0"
2012-10-26,"5352,0"
2012-10-27,"4732,0"
2012-10-28,"4547,0"
2012-10-29,"7440,0"
2012-10-30,"2730,0"
2012-10-31,"4681,0"
2012-11-01,"3771,0"
2012-11-02,"3530,0"
2012-11-03,"3016,0"
2012-11-04,"3643,0"
2012-11-05,"5110,0"
2012-11-06,"4238,0"
2012-11-07,"4256,0"
2012-11-08,"3555,0"
2012-11-09,"3600,0"
2012-11-10,"4998,0"
2012-11-11,"3119,0"
2012-11-12,"3972,0"
2012-11-13,"4766,0"
2012-11-14,"4623,0"
2012-11-15,"4769,0"
2012-11-16,"5880,0"
2012-11-17,"4023,0"
2012-11-18,"3141,0"
2012-11-19,"4011,0"
2012-11-20,"5286,0"
2012-11-21,"5498,0"
2012-11-22,"5044,0"
2012-11-23,"7633,0"
2012-11-24,"4078,0"
2012-11-25,"4721,0"
2012-11-26,"5850,0"
2012-11-27,"3741,0"
2012-11-28,"5848,0"
2012-11-29,"3746,0"
2012-11-30,"4057,0"
2012-12-01,"5007,0"
2012-12-02,"3572,0"
2012-12-03,"4100,0"
2012-12-04,"6625,0"
2012-12-05,"8924,0"
2012-12-06,"5806,0"
2012-12-07,"5175,0"
2012-12-08,"4389,0"
2012-12-09,"4031,0"
2012-12-10,"3652,0"
2012-12-11,"3499,0"
2012-12-12,"3703,0"
2012-12-13,"5648,0"
2012-12-14,"3867,0"
2012-12-15,"2815,0"
2012-12-16,"3404,0"
2012-12-17,"3768,0"
2012-12-18,"4273,0"
2012-12-19,"3051,0"
2012-12-20,"6620,0"
2012-12-21,"4949,0"
2012-12-22,"3097,0"
2012-12-23,"4139,0"
2012-12-24,"9829,0"
2012-12-25,"2114,0"
2012-12-26,"5703,0"
2012-12-27,"5096,0"
2012-12-28,"3844,0"
2012-12-29,"3448,0"
2012-12-30,"4236,0"
2012-12-31,"3387,0"
2013-01-01,"3946,0"
2013-01-02,"3458,0"
2013-01-03,"4078,0"
2013-01-04,"4168,0"
2013-01-05,"2931,0"
2013-01-06,"3223,0"
2013-01-07,"3963,0"
2013-01-08,"16963,0"
2013-01-09,"9198,0"
2013-01-10,"9161,0"
2013-01-11,"3652,0"
2013-01-12,"4734,0"
2013-01-13,"4611,0"
2013-01-14,"6065,0"
2013-01-15,"4590,0"
2013-01-16,"5702,0"
2013-01-17,"6525,0"
2013-01-18,"7716,0"
2013-01-19,"5780,0"
2013-01-20,"4861,0"
2013-01-21,"7370,0"
2013-01-22,"5563,0"
2013-01-23,"5020,0"
2013-01-24,"11665,0"
2013-01-25,"4449,0"
2013-01-26,"6344,0"
2013-01-27,"3597,0"
2013-01-28,"5378,0"
2013-01-29,"8121,0"
2013-01-30,"5377,0"
2013-01-31,"4493,0"
2013-02-01,"3525,0"
2013-02-02,"3310,0"
2013-02-03,"3287,0"
2013-02-04,"2886,0"
2013-02-05,"3902,0"
2013-02-06,"4679,0"
2013-02-07,"6210,0"
2013-02-08,"4425,0"
2013-02-09,"5207,0"
2013-02-10,"3447,0"
2013-02-11,"3759,0"
2013-02-12,"3494,0"
2013-02-13,"4628,0"
2013-02-14,"7415,0"
2013-02-15,"5294,0"
2013-02-16,"2983,0"
2013-02-17,"4452,0"
2013-02-18,"3447,0"
2013-02-19,"3566,0"
2013-02-20,"3451,0"
2013-02-21,"3057,0"
2013-02-22,"3833,0"
2013-02-23,"3586,0"
2013-02-24,"3330,0"
2013-02-25,"4091,0"
2013-02-26,"5037,0"
2013-02-27,"3939,0"
2013-02-28,"3702,0"
2013-03-01,"5805,0"
2013-03-02,"3396,0"
2013-03-03,"3560,0"
2013-03-04,"3229,0"
2013-03-05,"5122,0"
2013-03-06,"6843,0"
2013-03-07,"6430,0"
2013-03-08,"3397,0"
2013-03-09,"4491,0"
2013-03-10,"3592,0"
2013-03-11,"3579,0"
2013-03-12,"5931,0"
2013-03-13,"4850,0"
2013-03-14,"5747,0"
2013-03-15,"4672,0"
2013-03-16,"3315,0"
2013-03-17,"4337,0"
2013-03-18,"4745,0"
2013-03-19,"6837,0"
2013-03-20,"6326,0"
2013-03-21,"6424,0"
2013-03-22,"6470,0"
2013-03-23,"7273,0"
2013-03-24,"5416,0"
2013-03-25,"6702,0"
2013-03-26,"6306,0"
2013-03-27,"6411,0"
2013-03-28,"15524,0"
2013-03-29,"10422,0"
2013-03-30,"8979,0"
2013-03-31,"8706,0"
2013-04-01,"7672,0"
2013-04-02,"11836,0"
2013-04-03,"8102,0"
2013-04-04,"10775,0"
2013-04-05,"7008,0"
2013-04-06,"5245,0"
2013-04-07,"6757,0"
2013-04-08,"7384,0"
2013-04-09,"9093,0"
2013-04-10,"12295,0"
2013-04-11,"12119,0"
2013-04-12,"7455,0"
2013-04-13,"5097,0"
2013-04-14,"8676,0"
2013-04-15,"5256,0"
2013-04-16,"7547,0"
2013-04-17,"6192,0"
2013-04-18,"4661,0"
2013-04-19,"11875,0"
2013-04-20,"8190,0"
2013-04-21,"8148,0"
2013-04-22,"7153,0"
2013-04-23,"8832,0"
2013-04-24,"16477,0"
2013-04-25,"10949,0"
2013-04-26,"8723,0"
2013-04-27,"6414,0"
2013-04-28,"6091,0"
2013-04-29,"8325,0"
2013-04-30,"10214,0"
2013-05-01,"9261,0"
2013-05-02,"8052,0"
2013-05-03,"9833,0"
2013-05-04,"8988,0"
2013-05-05,"8611,0"
2013-05-06,"8497,0"
2013-05-07,"8573,0"
2013-05-08,"8920,0"
2013-05-09,"7086,0"
2013-05-10,"9194,0"
2013-05-11,"8026,0"
2013-05-12,"7202,0"
2013-05-13,"8769,0"
2013-05-14,"9518,0"
2013-05-15,"10653,0"
2013-05-16,"9583,0"
2013-05-17,"8975,0"
2013-05-18,"8230,0"
2013-05-19,"6842,0"
2013-05-20,"7734,0"
2013-05-21,"10470,0"
2013-05-22,"8590,0"
2013-05-23,"10215,0"
2013-05-24,"10725,0"
2013-05-25,"9640,0"
2013-05-26,"14466,0"
2013-05-27,"11801,0"
2013-05-28,"9032,0"
2013-05-29,"9750,0"
2013-05-30,"9081,0"
2013-05-31,"8058,0"
2013-06-01,"9809,0"
2013-06-02,"6578,0"
2013-06-03,"8566,0"
2013-06-04,"8493,0"
2013-06-05,"8599,0"
2013-06-06,"7893,0"
2013-06-07,"7177,0"
2013-06-08,"6007,0"
2013-06-09,"6495,0"
2013-06-10,"5501,0"
2013-06-11,"5178,0"
2013-06-12,"6798,0"
2013-06-13,"7215,0"
2013-06-14,"6425,0"
2013-06-15,"4878,0"
2013-06-16,"3969,0"
2013-06-17,"4692,0"
2013-06-18,"7470,0"
2013-06-19,"6713,0"
2013-06-20,"8037,0"
2013-06-21,"6879,0"
2013-06-22,"5339,0"
2013-06-23,"5545,0"
2013-06-24,"5857,0"
2013-06-25,"6454,0"
2013-06-26,"5463,0"
2013-06-27,"5693,0"
2013-06-28,"5358,0"
2013-06-29,"4616,0"
2013-06-30,"3905,0"
2013-07-01,"5637,0"
2013-07-02,"5563,0"
2013-07-03,"4917,0"
2013-07-04,"5365,0"
2013-07-05,"4864,0"
2013-07-06,"5336,0"
2013-07-07,"3963,0"
2013-07-08,"4816,0"
2013-07-09,"4374,0"
2013-07-10,"4890,0"
2013-07-11,"5358,0"
2013-07-12,"6591,0"
2013-07-13,"5090,0"
2013-07-14,"5330,0"
2013-07-15,"4656,0"
2013-07-16,"4854,0"
2013-07-17,"4560,0"
2013-07-18,"5035,0"
2013-07-19,"4473,0"
2013-07-20,"3322,0"
2013-07-21,"4233,0"
2013-07-22,"3941,0"
2013-07-23,"4771,0"
2013-07-24,"4886,0"
2013-07-25,"6566,0"
2013-07-26,"5753,0"
2013-07-27,"4143,0"
2013-07-28,"4487,0"
2013-07-29,"6649,0"
2013-07-30,"5073,0"
2013-07-31,"8141,0"
2013-08-01,"5898,0"
2013-08-02,"4684,0"
2013-08-03,"5275,0"
2013-08-04,"4746,0"
2013-08-05,"5083,0"
2013-08-06,"5299,0"
2013-08-07,"4606,0"
2013-08-08,"6935,0"
2013-08-09,"5025,0"
2013-08-10,"4008,0"
2013-08-11,"5131,0"
2013-08-12,"7077,0"
2013-08-13,"9843,0"
2013-08-14,"7341,0"
2013-08-15,"5409,0"
2013-08-16,"4491,0"
2013-08-17,"3642,0"
2013-08-18,"3583,0"
2013-08-19,"5588,0"
2013-08-20,"5803,0"
2013-08-21,"6976,0"
2013-08-22,"5092,0"
2013-08-23,"10218,0"
2013-08-24,"5627,0"
2013-08-25,"11142,0"
2013-08-26,"6485,0"
2013-08-27,"10623,0"
2013-08-28,"6372,0"
2013-08-29,"5346,0"
2013-08-30,"6331,0"
2013-08-31,"4694,0"
2013-09-01,"5542,0"
2013-09-02,"5786,0"
2013-09-03,"6035,0"
2013-09-04,"6980,0"
2013-09-05,"5404,0"
2013-09-06,"6182,0"
2013-09-07,"4997,0"
2013-09-08,"6519,0"
2013-09-09,"9688,0"
2013-09-10,"8605,0"
2013-09-11,"6202,0"
2013-09-12,"6490,0"
2013-09-13,"5775,0"
2013-09-14,"4655,0"
2013-09-15,"7687,0"
2013-09-16,"11943,0"
2013-09-17,"6285,0"
2013-09-18,"7001,0"
2013-09-19,"5379,0"
2013-09-20,"5709,0"
2013-09-21,"4906,0"
2013-09-22,"5495,0"
2013-09-23,"6271,0"
2013-09-24,"6220,0"
2013-09-25,"5551,0"
2013-09-26,"7782,0"
2013-09-27,"6047,0"
2013-09-28,"6592,0"
2013-09-29,"10179,0"
2013-09-30,"7534,0"
2013-10-01,"6132,0"
2013-10-02,"16677,0"
2013-10-03,"7404,0"
2013-10-04,"4777,0"
2013-10-05,"5458,0"
2013-10-06,"4123,0"
2013-10-07,"6316,0"
2013-10-08,"6142,0"
2013-10-09,"8007,0"
2013-10-10,"6000,0"
2013-10-11,"6521,0"
2013-10-12,"5615,0"
2013-10-13,"6519,0"
2013-10-14,"9185,0"
2013-10-15,"8188,0"
2013-10-16,"8293,0"
2013-10-17,"8152,0"
2013-10-18,"8511,0"
2013-10-19,"10533,0"
2013-10-20,"6437,0"
2013-10-21,"8778,0"
2013-10-22,"10186,0"
2013-10-23,"11375,0"
2013-10-24,"11846,0"
2013-10-25,"7985,0"
2013-10-26,"5518,0"
2013-10-27,"6164,0"
2013-10-28,"8474,0"
2013-10-29,"8058,0"
2013-10-30,"9013,0"
2013-10-31,"12378,0"
2013-11-01,"9415,0"
2013-11-02,"18339,0"
2013-11-03,"12942,0"
2013-11-04,"9396,0"
2013-11-05,"12046,0"
2013-11-06,"16677,0"
2013-11-07,"14524,0"
2013-11-08,"12620,0"
2013-11-09,"12493,0"
2013-11-10,"11243,0"
2013-11-11,"11204,0"
2013-11-12,"10296,0"
2013-11-13,"10884,0"
2013-11-14,"10813,0"
2013-11-15,"9215,0"
2013-11-16,"7868,0"
2013-11-17,"10114,0"
2013-11-18,"16534,0"
2013-11-19,"23868,0"
2013-11-20,"14276,0"
2013-11-21,"35404,0"
2013-11-22,"14978,0"
2013-11-23,"11235,0"
2013-11-24,"13048,0"
2013-11-25,"10197,0"
2013-11-26,"15522,0"
2013-11-27,"18861,0"
2013-11-28,"17923,0"
2013-11-29,"16171,0"
2013-11-30,"14290,0"
2013-12-01,"16246,0"
2013-12-02,"14154,0"
2013-12-03,"12360,0"
2013-12-04,"14380,0"
2013-12-05,"15387,0"
2013-12-06,"15348,0"
2013-12-07,"14626,0"
2013-12-08,"8435,0"
2013-12-09,"11854,0"
2013-12-10,"15196,0"
2013-12-11,"14608,0"
2013-12-12,"9631,0"
2013-12-13,"17240,0"
2013-12-14,"51018,0"
2013-12-15,"34042,0"
2013-12-16,"26408,0"
2013-12-17,"14046,0"
2013-12-18,"22188,0"
2013-12-19,"13315,0"
2013-12-20,"23746,0"
2013-12-21,"9602,0"
2013-12-22,"15821,0"
2013-12-23,"14120,0"
2013-12-24,"10538,0"
2013-12-25,"10046,0"
2013-12-26,"21045,0"
2013-12-27,"13224,0"
2013-12-28,"13040,0"
2013-12-29,"21679,0"
2013-12-30,"13989,0"
2013-12-31,"13882,0"
2014-01-01,"9375,0"
2014-01-02,"17272,0"
2014-01-03,"17163,0"
2014-01-04,"13603,0"
2014-01-05,"21280,0"
2014-01-06,"25996,0"
2014-01-07,"15835,0"
2014-01-08,"12193,0"
2014-01-09,"12076,0"
2014-01-10,"10873,0"
2014-01-11,"13720,0"
2014-01-12,"13655,0"
2014-01-13,"11000,0"
2014-01-14,"11867,0"
2014-01-15,"12787,0"
2014-01-16,"13734,0"
2014-01-17,"11922,0"
2014-01-18,"10276,0"
2014-01-19,"11029,0"
2014-01-20,"16300,0"
2014-01-21,"18277,0"
2014-01-22,"15075,0"
2014-01-23,"13528,0"
2014-01-24,"13608,0"
2014-01-25,"10581,0"
2014-01-26,"12686,0"
2014-01-27,"15163,0"
2014-01-28,"13085,0"
2014-01-29,"12612,0"
2014-01-30,"11738,0"
2014-01-31,"12422,0"
2014-02-01,"12034,0"
2014-02-02,"13990,0"
2014-02-03,"12040,0"
2014-02-04,"14669,0"
2014-02-05,"16907,0"
2014-02-06,"14223,0"
2014-02-07,"17632,0"
2014-02-08,"13055,0"
2014-02-09,"11423,0"
2014-02-10,"16292,0"
2014-02-11,"16454,0"
2014-02-12,"45988,0"
2014-02-13,"19091,0"
2014-02-14,"23513,0"
2014-02-15,"12861,0"
2014-02-16,"12296,0"
2014-02-17,"19723,0"
2014-02-18,"16441,0"
2014-02-19,"13045,0"
2014-02-20,"13758,0"
2014-02-21,"12998,0"
2014-02-22,"10815,0"
2014-02-23,"12513,0"
2014-02-24,"14708,0"
2014-02-25,"18363,0"
2014-02-26,"17019,0"
2014-02-27,"15367,0"
2014-02-28,"20592,0"
2014-03-01,"14237,0"
2014-03-02,"12187,0"
2014-03-03,"25270,0"
2014-03-04,"26752,0"
2014-03-05,"17400,0"
2014-03-06,"16122,0"
2014-03-07,"15954,0"
2014-03-08,"11817,0"
2014-03-09,"11898,0"
2014-03-10,"17804,0"
2014-03-11,"17710,0"
2014-03-12,"18074,0"
2014-03-13,"16681,0"
2014-03-14,"24609,0"
2014-03-15,"12291,0"
2014-03-16,"13394,0"
2014-03-17,"15141,0"
2014-03-18,"12314,0"
2014-03-19,"19437,0"
2014-03-20,"17620,0"
2014-03-21,"19608,0"
2014-03-22,"25464,0"
2014-03-23,"11407,0"
2014-03-24,"18132,0"
2014-03-25,"17039,0"
2014-03-26,"15438,0"
2014-03-27,"16614,0"
2014-03-28,"13625,0"
2014-03-29,"10215,0"
2014-03-30,"12591,0"
2014-03-31,"14700,0"
2014-04-01,"14202,0"
2014-04-02,"16308,0"
2014-04-03,"25262,0"
2014-04-04,"12150,0"
2014-04-05,"10072,0"
2014-04-06,"10639,0"
2014-04-07,"12812,0"
2014-04-08,"16959,0"
2014-04-09,"15081,0"
2014-04-10,"15997,0"
2014-04-11,"13208,0"
2014-04-12,"10192,0"
2014-04-13,"12322,0"
2014-04-14,"18944,0"
2014-04-15,"32530,0"
2014-04-16,"23852,0"
2014-04-17,"15180,0"
2014-04-18,"12093,0"
2014-04-19,"12176,0"
2014-04-20,"10228,0"
2014-04-21,"11572,0"
2014-04-22,"14822,0"
2014-04-23,"13974,0"
2014-04-24,"17671,0"
2014-04-25,"13452,0"
2014-04-26,"13673,0"
2014-04-27,"11887,0"
2014-04-28,"11995,0"
2014-04-29,"13465,0"
2014-04-30,"12748,0"
2014-05-01,"11340,0"
2014-05-02,"10564,0"
2014-05-03,"9103,0"
2014-05-04,"9536,0"
2014-05-05,"12868,0"
2014-05-06,"14689,0"
2014-05-07,"12779,0"
2014-05-08,"11520,0"
2014-05-09,"12405,0"
2014-05-10,"9819,0"
2014-05-11,"11142,0"
2014-05-12,"20841,0"
2014-05-13,"12825,0"
2014-05-14,"14529,0"
2014-05-15,"18999,0"
2014-05-16,"12613,0"
2014-05-17,"10325,0"
2014-05-18,"12013,0"
2014-05-19,"24826,0"
2014-05-20,"20350,0"
2014-05-21,"21324,0"
2014-05-22,"17134,0"
2014-05-23,"17006,0"
2014-05-24,"10079,0"
2014-05-25,"15251,0"
2014-05-26,"16686,0"
2014-05-27,"16852,0"
2014-05-28,"15591,0"
2014-05-29,"12943,0"
2014-05-30,"13891,0"
2014-05-31,"10827,0"
2014-06-01,"15311,0"
2014-06-02,"15826,0"
2014-06-03,"15873,0"
2014-06-04,"13080,0"
2014-06-05,"14843,0"
2014-06-06,"17324,0"
2014-06-07,"9528,0"
2014-06-08,"10771,0"
2014-06-09,"15858,0"
2014-06-10,"18461,0"
2014-06-11,"15699,0"
2014-06-12,"20638,0"
2014-06-13,"13477,0"
2014-06-14,"10399,0"
2014-06-15,"11925,0"
2014-06-16,"14428,0"
2014-06-17,"12759,0"
2014-06-18,"12646,0"
2014-06-19,"15505,0"
2014-06-20,"11480,0"
2014-06-21,"10242,0"
2014-06-22,"13123,0"
2014-06-23,"13921,0"
2014-06-24,"14028,0"
2014-06-25,"13925,0"
2014-06-26,"13349,0"
2014-06-27,"13341,0"
2014-06-28,"13368,0"
2014-06-29,"10706,0"
2014-06-30,"23369,0"
2014-07-01,"22744,0"
2014-07-02,"20070,0"
2014-07-03,"15326,0"
2014-07-04,"12484,0"
2014-07-05,"12960,0"
2014-07-06,"11962,0"
2014-07-07,"15351,0"
2014-07-08,"13685,0"
2014-07-09,"17663,0"
2014-07-10,"13035,0"
2014-07-11,"15402,0"
2014-07-12,"10568,0"
2014-07-13,"11829,0"
2014-07-14,"14835,0"
2014-07-15,"14432,0"
2014-07-16,"14324,0"
2014-07-17,"15877,0"
2014-07-18,"16792,0"
2014-07-19,"14584,0"
2014-07-20,"11628,0"
2014-07-21,"15581,0"
2014-07-22,"14145,0"
2014-07-23,"15550,0"
2014-07-24,"16511,0"
2014-07-25,"14081,0"
2014-07-26,"9290,0"
2014-07-27,"11594,0"
2014-07-28,"13862,0"
2014-07-29,"13963,0"
2014-07-30,"14384,0"
2014-07-31,"15732,0"
2014-08-01,"14399,0"
2014-08-02,"12128,0"
2014-08-03,"11458,0"
2014-08-04,"20437,0"
2014-08-05,"16821,0"
2014-08-06,"16052,0"
2014-08-07,"14281,0"
2014-08-08,"15825,0"
2014-08-09,"13578,0"
2014-08-10,"13700,0"
2014-08-11,"15474,0"
2014-08-12,"15296,0"
2014-08-13,"22422,0"
2014-08-14,"25558,0"
2014-08-15,"15839,0"
2014-08-16,"19343,0"
2014-08-17,"11584,0"
2014-08-18,"14727,0"
2014-08-19,"12994,0"
2014-08-20,"13869,0"
2014-08-21,"13692,0"
2014-08-22,"14958,0"
2014-08-23,"11893,0"
2014-08-24,"12616,0"
2014-08-25,"16166,0"
