Date,indicators/sol_6m_12m
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,4.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,41.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,6.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,12.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,2.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,2.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,1.0
2010-04-05,0.0
2010-04-06,2.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,476.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,1.0
2010-04-19,0.0
2010-04-20,7.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,2.0
2010-04-25,7.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,8.0
2010-05-13,0.0
2010-05-14,4.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,4.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,1.0
2010-06-14,50.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,6.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,1.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,4.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,91.0
2010-07-16,7.0
2010-07-17,0.0
2010-07-18,41.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,55.0
2010-07-22,0.0
2010-07-23,13.0
2010-07-24,0.0
2010-07-25,0.0
2010-07-26,239.0
2010-07-27,105.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-07-31,31.0
2010-08-01,35.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,44.0
2010-08-05,0.0
2010-08-06,1.0
2010-08-07,66.0
2010-08-08,33.0
2010-08-09,12.0
2010-08-10,28.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-14,0.0
2010-08-15,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,1.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-21,2.0
2010-08-22,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,11.0
2010-08-28,0.0
2010-08-29,0.0
2010-08-30,0.0
2010-08-31,29.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,12.0
2010-09-04,0.0
2010-09-05,19.0
2010-09-06,1.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-11,0.0
2010-09-12,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,1.0
2010-09-16,0.0
2010-09-17,205.0
2010-09-18,0.0
2010-09-19,5.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,7.0
2010-09-23,1.0
2010-09-24,0.0
2010-09-25,0.0
2010-09-26,0.0
2010-09-27,244.0
2010-09-28,402.0
2010-09-29,9.0
2010-09-30,0.0
2010-10-01,1.0
2010-10-02,0.0
2010-10-03,0.0
2010-10-04,41.0
2010-10-05,1.0
2010-10-06,0.0
2010-10-07,21.0
2010-10-08,114.0
2010-10-09,21.0
2010-10-10,0.0
2010-10-11,1.0
2010-10-12,20.0
2010-10-13,299.0
2010-10-14,33.0
2010-10-15,54.0
2010-10-16,183.0
2010-10-17,1.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,1.0
2010-10-22,0.0
2010-10-23,0.0
2010-10-24,7.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,30.0
2010-10-28,119.0
2010-10-29,3.0
2010-10-30,0.0
2010-10-31,2.0
2010-11-01,1.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,8.0
2010-11-06,0.0
2010-11-07,1.0
2010-11-08,0.0
2010-11-09,9.0
2010-11-10,0.0
2010-11-11,3.0
2010-11-12,2.0
2010-11-13,0.0
2010-11-14,45.0
2010-11-15,41.0
2010-11-16,2.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-20,1.0
2010-11-21,2.0
2010-11-22,0.0
2010-11-23,3.0
2010-11-24,46.0
2010-11-25,46.0
2010-11-26,1.0
2010-11-27,10.0
2010-11-28,0.0
2010-11-29,0.0
2010-11-30,10.0
2010-12-01,4.0
2010-12-02,79.0
2010-12-03,0.0
2010-12-04,5.0
2010-12-05,0.0
2010-12-06,0.0
2010-12-07,52.0
2010-12-08,0.0
2010-12-09,2.0
2010-12-10,10.0
2010-12-11,1.0
2010-12-12,2.0
2010-12-13,7.0
2010-12-14,0.0
2010-12-15,2.0
2010-12-16,1.0
2010-12-17,0.0
2010-12-18,0.0
2010-12-19,0.0
2010-12-20,25.0
2010-12-21,10.0
2010-12-22,1.0
2010-12-23,0.0
2010-12-24,0.0
2010-12-25,0.0
2010-12-26,14.0
2010-12-27,14.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-01,1.0
2011-01-02,0.0
2011-01-03,2.0
2011-01-04,0.0
2011-01-05,4.0
2011-01-06,30.0
2011-01-07,10.0
2011-01-08,28.0
2011-01-09,2.0
2011-01-10,0.0
2011-01-11,11.0
2011-01-12,1.0
2011-01-13,6.0
2011-01-14,23.0
2011-01-15,0.0
2011-01-16,1.0
2011-01-17,3.0
2011-01-18,1.0
2011-01-19,15.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-22,10.0
2011-01-23,15.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,87.0
2011-01-27,10.0
2011-01-28,43.0
2011-01-29,6.0
2011-01-30,1.0
2011-01-31,0.0
2011-02-01,18.0
2011-02-02,6.0
2011-02-03,3.0
2011-02-04,22.0
2011-02-05,7.0
2011-02-06,3.0
2011-02-07,24.0
2011-02-08,4.0
2011-02-09,14.0
2011-02-10,43.0
2011-02-11,90.0
2011-02-12,23.0
2011-02-13,25.0
2011-02-14,272.0
2011-02-15,21.0
2011-02-16,26.0
2011-02-17,19.0
2011-02-18,35.0
2011-02-19,20.0
2011-02-20,4.0
2011-02-21,8.0
2011-02-22,8.0
2011-02-23,11.0
2011-02-24,39.0
2011-02-25,18.0
2011-02-26,26.0
2011-02-27,21.0
2011-02-28,6.0
2011-03-01,52.0
2011-03-02,10.0
2011-03-03,4.0
2011-03-04,12.0
2011-03-05,14.0
2011-03-06,1.0
2011-03-07,2.0
2011-03-08,5.0
2011-03-09,7.0
2011-03-10,10.0
2011-03-11,2.0
2011-03-12,1.0
2011-03-13,6.0
2011-03-14,0.0
2011-03-15,6.0
2011-03-16,12.0
2011-03-17,33.0
2011-03-18,2.0
2011-03-19,8.0
2011-03-20,0.0
2011-03-21,3.0
2011-03-22,3.0
2011-03-23,42.0
2011-03-24,12.0
2011-03-25,4.0
2011-03-26,4.0
2011-03-27,13.0
2011-03-28,44.0
2011-03-29,5.0
2011-03-30,6.0
2011-03-31,1.0
2011-04-01,2.0
2011-04-02,0.0
2011-04-03,6.0
2011-04-04,39.0
2011-04-05,6.0
2011-04-06,10.0
2011-04-07,2.0
2011-04-08,2.0
2011-04-09,6.0
2011-04-10,7.0
2011-04-11,27.0
2011-04-12,7.0
2011-04-13,20.0
2011-04-14,11.0
2011-04-15,6.0
2011-04-16,40.0
2011-04-17,5.0
2011-04-18,20.0
2011-04-19,11.0
2011-04-20,16.0
2011-04-21,3.0
2011-04-22,22.0
2011-04-23,10.0
2011-04-24,11.0
2011-04-25,15.0
2011-04-26,29.0
2011-04-27,49.0
2011-04-28,25.0
2011-04-29,64.0
2011-04-30,66.0
2011-05-01,68.0
2011-05-02,99.0
2011-05-03,63.0
2011-05-04,126.0
2011-05-05,21.0
2011-05-06,16.0
2011-05-07,42.0
2011-05-08,61.0
2011-05-09,86.0
2011-05-10,85.0
2011-05-11,50.0
2011-05-12,56.0
2011-05-13,209.0
2011-05-14,61.0
2011-05-15,37.0
2011-05-16,112.0
2011-05-17,65.0
2011-05-18,59.0
2011-05-19,44.0
2011-05-20,68.0
2011-05-21,80.0
2011-05-22,38.0
2011-05-23,46.0
2011-05-24,59.0
2011-05-25,66.0
2011-05-26,71.0
2011-05-27,38.0
2011-05-28,25.0
2011-05-29,27.0
2011-05-30,112.0
2011-05-31,46.0
2011-06-01,51.0
2011-06-02,78.0
2011-06-03,107.0
2011-06-04,57.0
2011-06-05,57.0
2011-06-06,74.0
2011-06-07,83.0
2011-06-08,121.0
2011-06-09,74.0
2011-06-10,114.0
2011-06-11,131.0
2011-06-12,87.0
2011-06-13,132.0
2011-06-14,80.0
2011-06-15,51.0
2011-06-16,127.0
2011-06-17,90.0
2011-06-18,28.0
2011-06-19,23.0
2011-06-20,55.0
2011-06-21,19.0
2011-06-22,7.0
2011-06-23,34.0
2011-06-24,18.0
2011-06-25,16.0
2011-06-26,29.0
2011-06-27,11.0
2011-06-28,24.0
2011-06-29,41.0
2011-06-30,20.0
2011-07-01,19.0
2011-07-02,7.0
2011-07-03,23.0
2011-07-04,10.0
2011-07-05,12.0
2011-07-06,11.0
2011-07-07,34.0
2011-07-08,24.0
2011-07-09,6.0
2011-07-10,239.0
2011-07-11,29.0
2011-07-12,22.0
2011-07-13,3.0
2011-07-14,7.0
2011-07-15,4.0
2011-07-16,7.0
2011-07-17,4.0
2011-07-18,37.0
2011-07-19,26.0
2011-07-20,24.0
2011-07-21,11.0
2011-07-22,3.0
2011-07-23,2.0
2011-07-24,15.0
2011-07-25,12.0
2011-07-26,6.0
2011-07-27,36.0
2011-07-28,31.0
2011-07-29,6.0
2011-07-30,1.0
2011-07-31,5.0
2011-08-01,7.0
2011-08-02,44.0
2011-08-03,13.0
2011-08-04,15.0
2011-08-05,12.0
2011-08-06,2.0
2011-08-07,11.0
2011-08-08,5.0
2011-08-09,8.0
2011-08-10,0.0
2011-08-11,4.0
2011-08-12,3.0
2011-08-13,12.0
2011-08-14,12.0
2011-08-15,11.0
2011-08-16,4.0
2011-08-17,24.0
2011-08-18,39.0
2011-08-19,31.0
2011-08-20,9.0
2011-08-21,9.0
2011-08-22,4.0
2011-08-23,5.0
2011-08-24,10.0
2011-08-25,26.0
2011-08-26,202.0
2011-08-27,9.0
2011-08-28,19.0
2011-08-29,4.0
2011-08-30,42.0
2011-08-31,6.0
2011-09-01,9.0
2011-09-02,53.0
2011-09-03,5.0
2011-09-04,5.0
2011-09-05,7.0
2011-09-06,13.0
2011-09-07,75.0
2011-09-08,34.0
2011-09-09,260.0
2011-09-10,4.0
2011-09-11,22.0
2011-09-12,10.0
2011-09-13,9.0
2011-09-14,154.0
2011-09-15,12.0
2011-09-16,4.0
2011-09-17,3.0
2011-09-18,10.0
2011-09-19,51.0
2011-09-20,16.0
2011-09-21,33.0
2011-09-22,11.0
2011-09-23,26.0
2011-09-24,4.0
2011-09-25,5.0
2011-09-26,5.0
2011-09-27,0.0
2011-09-28,9.0
2011-09-29,4.0
2011-09-30,2.0
2011-10-01,2.0
2011-10-02,2.0
2011-10-03,4.0
2011-10-04,22.0
2011-10-05,6.0
2011-10-06,5.0
2011-10-07,30.0
2011-10-08,15.0
2011-10-09,8.0
2011-10-10,11.0
2011-10-11,10.0
2011-10-12,12.0
2011-10-13,7.0
2011-10-14,21.0
2011-10-15,42.0
2011-10-16,7.0
2011-10-17,80.0
2011-10-18,64.0
2011-10-19,13.0
2011-10-20,26.0
2011-10-21,4.0
2011-10-22,22.0
2011-10-23,15.0
2011-10-24,10.0
2011-10-25,4.0
2011-10-26,13.0
2011-10-27,17.0
2011-10-28,9.0
2011-10-29,21.0
2011-10-30,13.0
2011-10-31,38.0
2011-11-01,16.0
2011-11-02,46.0
2011-11-03,6.0
2011-11-04,8.0
2011-11-05,5.0
2011-11-06,8.0
2011-11-07,46.0
2011-11-08,15.0
2011-11-09,3.0
2011-11-10,20.0
2011-11-11,87.0
2011-11-12,33.0
2011-11-13,7.0
2011-11-14,25.0
2011-11-15,34.0
2011-11-16,11.0
2011-11-17,16.0
2011-11-18,8.0
2011-11-19,33.0
2011-11-20,4.0
2011-11-21,53.0
2011-11-22,17.0
2011-11-23,22.0
2011-11-24,8.0
2011-11-25,37.0
2011-11-26,15.0
2011-11-27,16.0
2011-11-28,26.0
2011-11-29,43.0
2011-11-30,22.0
2011-12-01,21.0
2011-12-02,49.0
2011-12-03,24.0
2011-12-04,35.0
2011-12-05,45.0
2011-12-06,29.0
2011-12-07,36.0
2011-12-08,14.0
2011-12-09,78.0
2011-12-10,56.0
2011-12-11,120.0
2011-12-12,36.0
2011-12-13,69.0
2011-12-14,32.0
2011-12-15,45.0
2011-12-16,66.0
2011-12-17,60.0
2011-12-18,28.0
2011-12-19,86.0
2011-12-20,309.0
2011-12-21,256.0
2011-12-22,100.0
2011-12-23,25.0
2011-12-24,144.0
2011-12-25,69.0
2011-12-26,116.0
2011-12-27,66.0
2011-12-28,81.0
2011-12-29,139.0
2011-12-30,110.0
2011-12-31,267.0
2012-01-01,93.0
2012-01-02,187.0
2012-01-03,110.0
2012-01-04,345.0
2012-01-05,517.0
2012-01-06,519.0
2012-01-07,319.0
2012-01-08,725.0
2012-01-09,551.0
2012-01-10,3487.0
2012-01-11,2710.0
2012-01-12,406.0
2012-01-13,154.0
2012-01-14,216.0
2012-01-15,232.0
2012-01-16,400.0
2012-01-17,150.0
2012-01-18,241.0
2012-01-19,279.0
2012-01-20,274.0
2012-01-21,678.0
2012-01-22,211.0
2012-01-23,121.0
2012-01-24,351.0
2012-01-25,273.0
2012-01-26,214.0
2012-01-27,308.0
2012-01-28,159.0
2012-01-29,165.0
2012-01-30,116.0
2012-01-31,303.0
2012-02-01,167.0
2012-02-02,298.0
2012-02-03,159.0
2012-02-04,206.0
2012-02-05,279.0
2012-02-06,111.0
2012-02-07,130.0
2012-02-08,141.0
2012-02-09,363.0
2012-02-10,131.0
2012-02-11,181.0
2012-02-12,260.0
2012-02-13,140.0
2012-02-14,166.0
2012-02-15,266.0
2012-02-16,407.0
2012-02-17,197.0
2012-02-18,212.0
2012-02-19,231.0
2012-02-20,334.0
2012-02-21,181.0
2012-02-22,183.0
2012-02-23,358.0
2012-02-24,429.0
2012-02-25,197.0
2012-02-26,315.0
2012-02-27,244.0
2012-02-28,193.0
2012-02-29,243.0
2012-03-01,119.0
2012-03-02,452.0
2012-03-03,83.0
2012-03-04,395.0
2012-03-05,435.0
2012-03-06,323.0
2012-03-07,126.0
2012-03-08,165.0
2012-03-09,142.0
2012-03-10,1358.0
2012-03-11,326.0
2012-03-12,184.0
2012-03-13,1212.0
2012-03-14,667.0
2012-03-15,186.0
2012-03-16,290.0
2012-03-17,427.0
2012-03-18,220.0
2012-03-19,168.0
2012-03-20,272.0
2012-03-21,300.0
2012-03-22,330.0
2012-03-23,241.0
2012-03-24,460.0
2012-03-25,186.0
2012-03-26,185.0
2012-03-27,200.0
2012-03-28,382.0
2012-03-29,307.0
2012-03-30,206.0
2012-03-31,432.0
2012-04-01,112.0
2012-04-02,231.0
2012-04-03,327.0
2012-04-04,247.0
2012-04-05,281.0
2012-04-06,722.0
2012-04-07,180.0
2012-04-08,368.0
2012-04-09,110.0
2012-04-10,284.0
2012-04-11,260.0
2012-04-12,361.0
2012-04-13,555.0
2012-04-14,325.0
2012-04-15,262.0
2012-04-16,499.0
2012-04-17,300.0
2012-04-18,350.0
2012-04-19,436.0
2012-04-20,465.0
2012-04-21,406.0
2012-04-22,616.0
2012-04-23,383.0
2012-04-24,596.0
2012-04-25,414.0
2012-04-26,269.0
2012-04-27,551.0
2012-04-28,174.0
2012-04-29,166.0
2012-04-30,484.0
2012-05-01,498.0
2012-05-02,513.0
2012-05-03,311.0
2012-05-04,454.0
2012-05-05,175.0
2012-05-06,521.0
2012-05-07,347.0
2012-05-08,269.0
2012-05-09,446.0
2012-05-10,193.0
2012-05-11,344.0
2012-05-12,229.0
2012-05-13,292.0
2012-05-14,383.0
2012-05-15,408.0
2012-05-16,297.0
2012-05-17,479.0
2012-05-18,371.0
2012-05-19,470.0
2012-05-20,408.0
2012-05-21,246.0
2012-05-22,375.0
2012-05-23,362.0
2012-05-24,274.0
2012-05-25,263.0
2012-05-26,406.0
2012-05-27,443.0
2012-05-28,329.0
2012-05-29,575.0
2012-05-30,289.0
2012-05-31,481.0
2012-06-01,672.0
2012-06-02,364.0
2012-06-03,456.0
2012-06-04,667.0
2012-06-05,404.0
2012-06-06,459.0
2012-06-07,456.0
2012-06-08,716.0
2012-06-09,350.0
2012-06-10,430.0
2012-06-11,419.0
2012-06-12,413.0
2012-06-13,461.0
2012-06-14,296.0
2012-06-15,378.0
2012-06-16,802.0
2012-06-17,367.0
2012-06-18,689.0
2012-06-19,688.0
2012-06-20,370.0
2012-06-21,244.0
2012-06-22,338.0
2012-06-23,120.0
2012-06-24,545.0
