Date,mining/revenue_from_fees
2009-09-07,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,2.85706122682416e-05
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-26,0.0
2009-09-27,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,2.52625196837108e-05
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,6.02703398698834e-05
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,3.27033329727833e-05
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.0
2010-02-09,4.2510270094831e-05
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,3.0408432024287e-05
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.00108986780277132
2010-05-15,0.000579883320447006
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.000101528152526065
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.000150526788824101
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,3.46020641472933e-07
2010-07-15,2.1153398678142e-05
2010-07-16,1.06929549664736e-05
2010-07-17,5.78031340858765e-06
2010-07-18,9.65023143115751e-05
2010-07-19,1.03447205718199e-05
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,1.030926772283e-06
2010-07-24,0.0
2010-07-25,0.000251019224610238
2010-07-26,0.000124264391832773
2010-07-27,8.07163759070084e-05
2010-07-28,0.000132058030071547
2010-07-29,9.88791108434972e-05
2010-07-30,3.18671163226369e-05
2010-07-31,2.95557766765153e-05
2010-08-01,2.59407496542297e-05
2010-08-02,1.73550706971115e-05
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-07,0.000297975700146114
2010-08-08,0.0
2010-08-09,0.00045453015050001
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-14,0.0
2010-08-15,0.0
2010-08-16,9.11481538418135e-05
2010-08-17,0.0
2010-08-18,0.000234531448261799
2010-08-19,0.0
2010-08-20,0.0
2010-08-21,0.0
2010-08-22,0.0
2010-08-23,0.0
2010-08-24,7.44130669345644e-05
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-28,1.29411814597802e-10
2010-08-29,2.8394255471742e-05
2010-08-30,4.83198127338991e-05
2010-08-31,2.17386904625139e-05
2010-09-01,1.01910044226772e-05
2010-09-02,0.0
2010-09-03,0.0
2010-09-04,0.0
2010-09-05,1.21211974291047e-06
2010-09-06,1.26582078152637e-11
2010-09-07,0.0
2010-09-08,2.42423858765051e-11
2010-09-09,1.62960455456496e-05
2010-09-10,1.1299405855425e-11
2010-09-11,0.0
2010-09-12,1.69488652734806e-05
2010-09-13,1.16958664975186e-11
2010-09-14,9.46158710712908e-07
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-18,1.51896426889842e-05
2010-09-19,0.0
2010-09-20,0.0
2010-09-21,1.16279208484116e-11
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-25,0.0
2010-09-26,0.0
2010-09-27,1.74672183983482e-06
2010-09-28,0.000135830604144349
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,7.27219838557724e-05
2010-10-02,1.55362358622568e-06
2010-10-03,1.27315411679874e-06
2010-10-04,1.29411814597802e-10
2010-10-05,0.0
2010-10-06,1.27485355605472e-10
2010-10-07,0.0
2010-10-08,0.0
2010-10-09,0.0
2010-10-10,0.0
2010-10-11,1.37106881403781e-10
2010-10-12,0.0
2010-10-13,3.97711454658278e-05
2010-10-14,0.0
2010-10-15,0.0
2010-10-16,0.0
2010-10-17,0.0
2010-10-18,1.60642312219128e-06
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,8.35069195126437e-07
2010-10-22,0.0
2010-10-23,5.71425306139517e-06
2010-10-24,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-10-30,0.0
2010-10-31,0.0
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-06,0.0
2010-11-07,0.0
2010-11-08,6.03599928149512e-05
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-13,0.0
2010-11-14,0.0
2010-11-15,4.79976961106354e-05
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,1.06665528900596e-05
2010-11-20,0.000172384071711829
2010-11-21,0.000148549358381045
2010-11-22,6.87069354743386e-05
2010-11-23,6.85667268530699e-05
2010-11-24,2.14684656487663e-05
2010-11-25,0.0
2010-11-26,3.81428749625101e-05
2010-11-27,2.22221728396477e-06
2010-11-28,0.0
2010-11-29,2.87080515559701e-06
2010-11-30,9.90098029562958e-07
2010-12-01,4.25530104131155e-06
2010-12-02,6.38293798127521e-06
2010-12-03,1.05819993845291e-06
2010-12-04,9.52599092607365e-07
2010-12-05,2.51045394861205e-06
2010-12-06,3.74995523233501e-06
2010-12-07,6.87412596778181e-06
2010-12-08,3.36133323919352e-06
2010-12-09,3.34282380309858e-06
2010-12-10,9.52371882168013e-06
2010-12-11,1.33995895914563e-05
2010-12-12,1.73767881004316e-05
2010-12-13,4.41791091130295e-05
2010-12-14,5.72200117665567e-06
2010-12-15,6.88061796294548e-06
2010-12-16,1.19732046175436e-05
2010-12-17,2.82441347764228e-05
2010-12-18,8.26522857988454e-06
2010-12-19,1.25699713416916e-05
2010-12-20,8.4267428258622e-06
2010-12-21,1.1281923998796e-05
2010-12-22,2.24590550731429e-05
2010-12-23,8.27579357964847e-06
2010-12-24,1.0580061034049e-05
2010-12-25,8.02737841787415e-06
2010-12-26,1.31922659618589e-05
2010-12-27,9.23427255872245e-06
2010-12-28,1.22356692214831e-05
2010-12-29,1.64537498756889e-05
2010-12-30,1.09330780996286e-05
2010-12-31,2.88278304760858e-06
2011-01-01,9.85101676864719e-06
2011-01-02,1.0020164738167e-05
2011-01-03,9.33571836225777e-05
2011-01-04,4.43840725083966e-06
2011-01-05,1.20616908775295e-05
2011-01-06,1.17851107549471e-05
2011-01-07,6.52741105111598e-06
2011-01-08,2.07697568621601e-06
2011-01-09,1.71776190347472e-05
2011-01-10,8.49927220625268e-06
2011-01-11,4.82848482519227e-06
2011-01-12,3.48016510783866e-05
2011-01-13,2.65306423785638e-06
2011-01-14,7.17551425744034e-06
2011-01-15,1.33678302158824e-05
2011-01-16,9.91698211227909e-06
2011-01-17,1.74665236445382e-05
2011-01-18,5.34515015260251e-06
2011-01-19,5.91712475073169e-06
2011-01-20,1.26199127787885e-05
2011-01-21,5.80292724539078e-06
2011-01-22,5.68736318726781e-05
2011-01-23,4.22404733141368e-05
2011-01-24,2.44674864338101e-05
2011-01-25,1.65457762327792e-05
2011-01-26,1.22220728413502e-05
2011-01-27,7.37445613385734e-05
2011-01-28,7.59487902624034e-06
2011-01-29,5.48983624019117e-05
2011-01-30,0.00036154716970016
2011-01-31,8.94037709568973e-05
2011-02-01,9.64648253470868e-05
2011-02-02,6.32907386666215e-06
2011-02-03,2.10232755125661e-05
2011-02-04,1.27419531045225e-05
2011-02-05,1.76826627369397e-05
2011-02-06,1.36863527941955e-05
2011-02-07,3.10800231646535e-05
2011-02-08,2.1115020813145e-05
2011-02-09,6.82467009027743e-06
2011-02-10,9.38561450358755e-05
2011-02-11,5.36645253405021e-05
2011-02-12,7.56952228606611e-05
2011-02-13,2.42418365615782e-05
2011-02-14,0.00027951368698953
2011-02-15,2.16405921190654e-05
2011-02-16,5.08594821470032e-05
2011-02-17,1.06892303278761e-05
2011-02-18,4.99975001250208e-05
2011-02-19,6.70762458170326e-05
2011-02-20,2.02016120885995e-05
2011-02-21,4.22662547253649e-05
2011-02-22,2.32665885110395e-05
2011-02-23,3.10981085976936e-05
2011-02-24,1.62021258927059e-05
2011-02-25,3.65294673270178e-05
2011-02-26,4.06139844952857e-05
2011-02-27,8.85167542545862e-05
2011-02-28,6.90424021508873e-05
2011-03-01,6.49425160418327e-05
2011-03-02,4.67240072413722e-05
2011-03-03,0.000759304738638944
2011-03-04,6.52174658617444e-05
2011-03-05,0.00017348614426671
2011-03-06,0.000379527437082916
2011-03-07,0.00056622658779959
2011-03-08,0.000420144262357258
2011-03-09,0.000405809373146382
2011-03-10,0.000404988179941057
2011-03-11,0.00101162621452955
2011-03-12,0.000220942056676998
2011-03-13,0.000299977157643183
2011-03-14,0.000317117841873715
2011-03-15,0.000326714649437787
2011-03-16,0.000266105639528336
2011-03-17,0.000197038181069864
2011-03-18,0.000225182613036501
2011-03-19,0.000211745232721494
2011-03-20,0.000362945405286585
2011-03-21,0.0011699664602659
2011-03-22,0.00176665491938954
2011-03-23,0.00229707596859297
2011-03-24,0.00108700554631735
2011-03-25,0.000598797296329723
2011-03-26,0.00065610547486783
2011-03-27,0.000883167954267905
2011-03-28,0.000524724519627151
2011-03-29,0.000419468145643087
2011-03-30,0.000529322233690399
2011-03-31,0.000389897671753903
2011-04-01,0.000386214417157027
2011-04-02,0.000304396205847879
2011-04-03,0.000485377243097274
2011-04-04,0.000637554469477108
2011-04-05,0.000543086340259569
2011-04-06,0.000660414916611729
2011-04-07,0.000406664488686537
2011-04-08,0.000496151302050607
2011-04-09,0.00053945242375586
2011-04-10,0.000606994248654957
2011-04-11,0.000535553475412343
2011-04-12,0.000575806775781618
2011-04-13,0.000418443387503631
2011-04-14,0.00177224108533014
2011-04-15,0.00036751833355686
2011-04-16,0.000423044744684242
2011-04-17,0.000240220058235985
2011-04-18,0.000442399329993126
2011-04-19,0.000733394481931215
2011-04-20,0.000991364358924884
2011-04-21,0.000458800806559356
2011-04-22,0.000600775215807814
2011-04-23,0.000612554779214847
2011-04-24,0.000820575764159615
2011-04-25,0.000906808818086358
2011-04-26,0.000524737571559908
2011-04-27,0.00100572835882706
2011-04-28,0.000807944259218152
2011-04-29,0.000741607299440505
2011-04-30,0.0010929124598279
2011-05-01,0.00126452713871872
2011-05-02,0.000488463170377429
2011-05-03,0.000491205628045055
2011-05-04,0.000645652634923222
2011-05-05,0.000865993901355333
2011-05-06,0.000695618219743399
2011-05-07,0.000621578162902314
2011-05-08,0.000678066960715706
2011-05-09,0.000910334926026657
2011-05-10,0.000891141293305808
2011-05-11,0.000836251409281452
2011-05-12,0.00085528373573629
2011-05-13,0.00111380372754211
2011-05-14,0.00119742963337766
2011-05-15,0.00135238944506777
2011-05-16,0.00118443522288314
2011-05-17,0.00107161661446775
2011-05-18,0.00136226955056928
2011-05-19,0.00189372133236287
2011-05-20,0.00158320575215709
2011-05-21,0.00191369351260284
2011-05-22,0.00149148027650947
2011-05-23,0.00124951546270824
2011-05-24,0.00140997233554763
2011-05-25,0.0013559758544025
2011-05-26,0.00143078350709958
2011-05-27,0.00165449441836762
2011-05-28,0.00179678874794353
2011-05-29,0.0015308931716318
2011-05-30,0.00242205762615577
2011-05-31,0.00265338199996312
2011-06-01,0.00255667788168523
2011-06-02,0.00248628914182458
2011-06-03,0.00259348763622225
2011-06-04,0.00286495604648362
2011-06-05,0.00227199024038016
2011-06-06,0.00250896413423629
2011-06-07,0.00340836677855416
2011-06-08,0.00477635340929694
2011-06-09,0.00388852873565892
2011-06-10,0.00343280307823501
2011-06-11,0.00279835916344939
2011-06-12,0.00378905365090576
2011-06-13,0.0032099005824483
2011-06-14,0.00292466245957745
2011-06-15,0.0028643243281703
2011-06-16,0.00353036490380454
2011-06-17,0.00331394551410713
2011-06-18,0.00286804101737892
2011-06-19,0.00231682714842529
2011-06-20,0.0017300302528066
2011-06-21,0.00141265260221402
2011-06-22,0.00136100907518666
2011-06-23,0.00121066331604158
2011-06-24,0.00151630495919874
2011-06-25,0.00326429929214711
2011-06-26,0.00337816004920655
2011-06-27,0.00312945992646052
2011-06-28,0.00247494764159839
2011-06-29,0.00231791782329138
2011-06-30,0.00184997585355939
2011-07-01,0.00215323426522396
2011-07-02,0.0017407749131122
2011-07-03,0.00161530993169046
2011-07-04,0.00187902085150193
2011-07-05,0.0026985738717541
2011-07-06,0.0021618254923893
2011-07-07,0.00213509873224171
2011-07-08,0.00160049541229945
2011-07-09,0.00173802230515074
2011-07-10,0.00182299054265178
2011-07-11,0.00189036633820072
2011-07-12,0.00181047171369875
2011-07-13,0.00156226717039265
2011-07-14,0.00185661988834784
2011-07-15,0.00200779831962938
2011-07-16,0.00141842431019712
2011-07-17,0.00142530166144472
2011-07-18,0.00151973174014675
2011-07-19,0.00208704076250599
2011-07-20,0.00141721321459065
2011-07-21,0.00118303886002014
2011-07-22,0.00179029349281057
2011-07-23,0.00105479289332744
2011-07-24,0.0012278693015616
2011-07-25,0.00146534461893977
2011-07-26,0.000889412306322335
2011-07-27,0.00102078295924868
2011-07-28,0.000971922160569183
2011-07-29,0.000866848296483647
2011-07-30,0.00075110653990218
2011-07-31,0.000776557884619278
2011-08-01,0.000931967912853104
2011-08-02,0.000963968416326622
2011-08-03,0.00104290405893825
2011-08-04,0.00120442082275685
2011-08-05,0.000910234933238718
2011-08-06,0.00393469176690908
2011-08-07,0.00103685897427441
2011-08-08,0.00116702593711582
2011-08-09,0.00159853651026254
2011-08-10,0.00141201643114208
2011-08-11,0.00103707113771312
2011-08-12,0.000927610503199117
2011-08-13,0.00105926210016627
2011-08-14,0.00156067194430143
2011-08-15,0.00150840908801408
2011-08-16,0.00134926139186198
2011-08-17,0.000990260052707526
2011-08-18,0.000821347927479454
2011-08-19,0.00118440384467666
2011-08-20,0.000712244062611833
2011-08-21,0.000710405759876465
2011-08-22,0.000892864734569065
2011-08-23,0.000897875068765042
2011-08-24,0.00129612211857344
2011-08-25,0.00088767863026451
2011-08-26,0.000637526451762183
2011-08-27,0.000823617265933496
2011-08-28,0.000777468191864528
2011-08-29,0.000775382610923026
2011-08-30,0.00134378672248781
2011-08-31,0.000762590819165299
2011-09-01,0.000869157645807972
2011-09-02,0.000875630977917097
2011-09-03,0.00052789772438866
2011-09-04,0.00147130867153356
2011-09-05,0.000918492634163437
2011-09-06,0.000863366621515316
2011-09-07,0.00119548021792615
2011-09-08,0.000723270513536045
2011-09-09,0.000995517951216773
2011-09-10,0.00080608126069337
2011-09-11,0.000814858921035277
2011-09-12,0.000807494000925391
2011-09-13,0.000585251494195749
2011-09-14,0.0005176383254899
2011-09-15,0.00093764692643894
2011-09-16,0.000834314474257414
2011-09-17,0.000769146602912385
2011-09-18,0.000680291631283358
2011-09-19,0.000932574238359907
2011-09-20,0.000937623260405474
2011-09-21,0.000708545572956298
2011-09-22,0.000511101649631085
2011-09-23,0.000635597713498859
2011-09-24,0.00104006207023466
2011-09-25,0.000491380264687313
2011-09-26,0.000438715776825638
2011-09-27,0.000702993960098319
2011-09-28,0.000595431100915311
2011-09-29,0.000544376400123503
2011-09-30,0.000591028858638709
2011-10-01,0.000509070263724265
2011-10-02,0.000525311596903943
2011-10-03,0.00124547645812334
2011-10-04,0.000655571952410838
2011-10-05,0.000546388810542031
2011-10-06,0.00126230464338495
2011-10-07,0.000621804331851994
2011-10-08,0.000556766878291426
2011-10-09,0.000462504647163908
2011-10-10,0.000543691932588075
2011-10-11,0.00112503354707694
2011-10-12,0.000770851193368949
2011-10-13,0.000856916925459084
2011-10-14,0.000490123705561674
2011-10-15,0.000503513688038915
2011-10-16,0.000539037933498743
2011-10-17,0.000727630082501318
2011-10-18,0.000483579491069808
2011-10-19,0.000490260257812292
2011-10-20,0.00104437977751048
2011-10-21,0.000442247926930817
2011-10-22,0.000573953952983652
2011-10-23,0.000577624976920044
2011-10-24,0.000549059346173442
2011-10-25,0.000424748558511601
2011-10-26,0.000527510532779885
2011-10-27,0.000536610914126046
2011-10-28,0.000579429318444125
2011-10-29,0.000614448134638845
2011-10-30,0.000591287366995541
2011-10-31,0.000476391751890848
2011-11-01,0.000653310220065317
2011-11-02,0.000428216471578535
2011-11-03,0.000465227907055055
2011-11-04,0.000428316242096605
2011-11-05,0.000495934540593934
2011-11-06,0.00032850653271721
2011-11-07,0.000527028570179611
2011-11-08,0.000559123538863671
2011-11-09,0.00040751478697687
2011-11-10,0.000473221334269636
2011-11-11,0.000351288338012123
2011-11-12,0.000345493623670867
2011-11-13,0.000394577286197628
2011-11-14,0.00038489680160525
2011-11-15,0.000349320044381263
2011-11-16,0.000558170974868544
2011-11-17,0.00040958697121074
2011-11-18,0.000504546324050059
2011-11-19,0.000508719982826422
2011-11-20,0.000550097771341185
